Country Name,Country Code,Series Name,Series Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Australia,AUS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,3.46372273602202,2.11382544142691,3.07877416395633,7.12307572259287,6.55737568511417
Australia,AUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.61076787290379,0.846905537459305,2.86391042204994,6.59409671341846,5.5970149253731
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.159,6.456,5.116,3.701,3.667
Australia,AUS,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,11.743,14.221,11.27,8.15,8.393
Australia,AUS,External balance on goods and services (current US$),NE.RSB.GNFS.CD,34512723062.1459,50444075452.2705,66278867560.9332,96794861097.1032,92419469908.0618
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.1811091061096,-0.33468635945016,2.11183088925151,4.26894639349867,3.01698810357014
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,8845.32414932264,6923.6999117682,7794.88097933152,9065.49733395404,10043.6239221567
Brazil,BRA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.448280407148658,-3.91800417154039,4.21030025353157,2.54433285377806,2.38117772428899
Brazil,BRA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8592.21120694388,8255.56801342826,8603.1522144281,8822.04504268033,9032.11361406338
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1873288205186.45,1476107231194.11,1670647399034.67,1951923942083.32,2173665655937.27
Brazil,BRA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1819683217790.43,1760056587883.53,1843881120012.46,1899505377653.06,1954752120905.5
Brazil,BRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,4.22425886899158,6.47249960755747,13.047270877833,8.5702819532232,4.65899475870381
Brazil,BRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.73297621216894,3.21176803803376,8.30165975585673,9.28010608956873,4.59356282283204
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.936,13.697,13.159,9.231,7.95
Brazil,BRA,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,27.007,30.211,28.299,20.743,17.958
Brazil,BRA,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-12071834245.961,8930824788.04325,9397892444.40671,8695119065.37025,51442237675.1469
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.22077782360842,-3.2767587964736,4.76260437908608,3.01669435393015,2.90848048667777
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,46805.1384334439,46749.4762280016,51426.7503654421,48717.9911402128,52745.7557064131
Germany,DEU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.847783197111852,-3.90530358342936,3.12016297281919,1.07495188724516,-1.11243585596384
Germany,DEU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,43292.6838917385,41601.9731563516,42900.0225187383,43361.1771204321,42878.8118385764
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,3889177589254.9,3887727161914.41,4278503934689.85,4082469490797.68,4456081016705.96
Germany,DEU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3597317337494.24,3459656323000.82,3569113619670.71,3633579269920.31,3622499230389.37
Germany,DEU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.13030905148273,1.87258564805592,3.01963807375267,5.26832542370153,6.62800806894128
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.44565976888253,0.144877925813982,3.06666666666673,6.87257438551097,5.94643667725823
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.136,3.856,3.638,3.135,3.045
Germany,DEU,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,5.869,7.864,6.662,6.028,5.927
Germany,DEU,External balance on goods and services (current US$),NE.RSB.GNFS.CD,230891617647.058,225744781168.872,230951334868.213,80323390970.8174,185460276249.023
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.07547163576423,-3.82676871619293,3.16381994194575,1.80620896724351,-0.304934575740816
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,42662.5353740311,40217.0090116986,46869.759058411,45564.1569448013,48866.6039600298
United Kingdom,GBR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.06983334867479,-10.687168020963,8.76398582256878,3.16817537223257,-0.714682165144737
United Kingdom,GBR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,47240.599622327,42191.9173665785,45889.6110228554,47343.4743776948,47005.1190099575
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,2851407164907.81,2697806592293.86,3141506156618.7,3088839763445.02,3340032380668.04
United Kingdom,GBR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3157388164033.92,2830285881776.11,3075810468184.32,3209461471538.31,3212799884330.6
United Kingdom,GBR,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.11573274293868,5.08362342906076,-0.120427085491656,5.14631509041294,7.11947741650367
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.73810460086513,0.989486703772491,2.51837109614213,7.92204883147902,6.79396706793963
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.737,4.472,4.826,3.73,4.055
United Kingdom,GBR,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,10.594,13.459,12.784,10.531,11.841
United Kingdom,GBR,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-39793470661.3017,16441034563.5086,-4838632402.37514,-82371328318.7319,-41485874356.8763
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.64161099628876,-10.3599008187799,8.67490411442573,4.34522883436574,0.104017849159277
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,40494.8982936276,39179.7442596057,43671.3084099631,40886.2532680273,44460.8178457009
France,FRA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.49589898756051,-7.7910085087493,6.13176131597774,2.14273164932905,0.409870599065499
France,FRA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,38832.0242014303,35806.6178917772,38002.1942362252,38816.4792795643,38975.5766157236
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2728870246705.88,2647418691598.45,2959355819170.5,2779092236505.85,3030904089607.9
France,FRA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2616812485718.01,2419492808873.4,2575192242890.61,2638406985036.32,2656973944325.35
France,FRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.27859214632949,2.83987619551208,1.42394826984793,2.94721692911406,5.47233330398709
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.10825492288294,0.476498852725066,1.64233141038385,5.22236748369735,4.87835726508441
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.415,8.01,7.874,7.308,7.323
France,FRA,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,20.131,20.606,19.519,18.085,17.206
France,FRA,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-26125176635.2941,-56302272798.4437,-55704703124.0301,-107746883605.059,-67233283254.9031
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.84297181445896,-7.54045916249407,6.43520962104938,2.45475817660707,0.703718546620237
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,33673.7509627421,31922.9191626183,36441.0598048734,35068.8359738449,38373.1660497534
Italy,ITA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.64850339347826,-8.52972827622958,8.87012965883184,4.32595392769208,1.22859908779216
Italy,ITA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,32114.2998563994,29375.037340835,31980.6412402973,33364.1090461331,33774.0201855238
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,2011302198827.45,1897461635591.91,2154875493744.93,2066972096553.7,2254851212731.8
